Domain,Indicator,CD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Definition,Source
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 11,*,*,*,*,*,*,*,*,8.2,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 12,*,*,*,*,*,*,*,*,8.5,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 13,*,*,*,*,*,*,*,*,8.0,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 14,*,*,*,*,*,*,*,*,8.6,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 15,*,*,*,*,*,*,*,*,8.1,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 16,*,*,*,*,*,*,*,*,8.8,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 17,*,*,*,*,*,*,*,*,8.7,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Brooklyn CD 18,*,*,*,*,*,*,*,*,8.2,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 1,*,*,*,*,*,*,*,*,11.1,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 2,*,*,*,*,*,*,*,*,10.9,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 3,*,*,*,*,*,*,*,*,9.9,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 4,*,*,*,*,*,*,*,*,11.4,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 5,*,*,*,*,*,*,*,*,14.3,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 6,*,*,*,*,*,*,*,*,12.3,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 7,*,*,*,*,*,*,*,*,10.3,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 8,*,*,*,*,*,*,*,*,11.1,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 9,*,*,*,*,*,*,*,*,9.8,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 10,*,*,*,*,*,*,*,*,9.6,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 11,*,*,*,*,*,*,*,*,9.7,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Manhattan CD 12,*,*,*,*,*,*,*,*,9.5,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 1,*,*,*,*,*,*,*,*,8.9,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 2,*,*,*,*,*,*,*,*,10.1,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 3,*,*,*,*,*,*,*,*,8.4,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 4,*,*,*,*,*,*,*,*,8.9,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 5,*,*,*,*,*,*,*,*,8.8,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 6,*,*,*,*,*,*,*,*,8.7,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
Core Infrastructure & the Environment,Outdoor Air Pollution - Fine Particulate Matter (PM2.5) Levels ,Queens CD 7,*,*,*,*,*,*,*,*,8.4,*,*,PM2.5 is fine particulate matter with a diameter smaller than 2.5 microns. It is made up of very small airborne solid and liquid droplet pollutants either emitted directly or formed in the atmosphere when other pollutants react with sunlight. It is small enough to be inhaled into the lungs and to enter the bloodstream. The unit of measurement is micrograms (one-millionth of a gram) of PM2.5 per cubic meter of air (μg/m3).,NYC Community Air Survey (NYCCAS)
