"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"100054","ACADEMY GARDENS","-73.8649727890508","40.8148799073409","BBL 2-03519-0005;HUD Property 800014741","ACADEMY GARDENS;ACADEMY GARDENS ASSOCIATES","1003336",,"500 ROSEDALE AVENUE","0","90","Bronx","BX09: Parkchester/Soundview","18","Bronx 20","1","469","1932","ACADEMY GARDENS LLC","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1980","Never",,"Never",,"Former","1980","Former","1982"
,"100055","ACCESS HOUSE","-73.9795765174107","40.7241503813476","BBL 1-00389-0028;HUD Property 800014742","ACCESS HOUSE","343530","Delinquent for over $500 of taxes for at least one year, as of 10/2012","220 EAST 7 STREET","1","42","Manhattan","MN03: Lower East Side/Chinatown","02","Manhattan 26.02","1","16","1900","ACCESS HOUSE INC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1988","Never",,"Never",,"Former","1988","Current","1989"
,"100056","AHI EZER APARTMENTS","-73.9653420856903","40.6028362514713","BBL 3-06682-0045;BBL 3-06683-0052;HUD Property 800014747","AHI EZER APARTMENTS","988380",,"1956 EAST 7 STREET;1957 EAST 7 STREET","0","67","Brooklyn","BK15: Sheepshead Bay","47","Brooklyn 418","2","74","1929","AHI EZER HOUSING DEVE","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1977","Never",,"Never",,"Former","1977","Current","1982"
,"100057","AHI EZER PLAZA","-73.9696917063432","40.6042126211738","BBL 3-06681-0225;HUD Property 800014748","AHI EZER PLAZA","776700",,"528 KINGS HIGHWAY","0","83","Brooklyn","BK15: Sheepshead Bay","47","Brooklyn 414.02","1","50","1987","AHI EZER KINGS HIGHWA","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8",,"Affordable","1991","Never",,"Never",,"Current","1991","Never",
,"100058","AHRC HOUSING","-73.8385676362061","40.8655626715952","BBL 2-04538-0009;HUD Property 800014732","AHRC HOUSING","595631",,"2710 KINGSLAND AVENUE","0","83","Bronx","BX11: Morris Park/Bronxdale","13","Bronx 354","1","13","1984","NEW YORK CITY ASSOC/R","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1985","Never",,"Never",,"Current","1985","Current","1985"
,"100059","AK HOUSES","-73.9367937187823","40.8062189365241","BBL 1-01775-0165;BBL 1-01778-0006;HUD Property 800014749;HUD Property 800015543","AK HOUSES;MS HOUSES","8717400",,"107 EAST 129 STREET;110 EAST 128 STREET","15","93","Manhattan","MN11: East Harlem","09","Manhattan 204","2","157","1980","TRIANGLE HOUSING ASSO","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1980","Never",,"Never",,"Current","1980","Former","1981"
,"100060","ALBANY CROSSINGS APARTMENTS, LP","-73.938124474117","40.6802989942279","BBL 3-01858-0024;BBL 3-01859-0006;BBL 3-01859-0010;BBL 3-01859-0015;BBL 3-01859-0016;HPD Application 2007-093;HUD Property 800014750","1 Albany Avenue;15 Albany Avenue;20 Albany Avenue;3 Albany Avenue;7 Albany Avenue;Albany Crossings;ALBANY CROSSINGS APARTMENTS, LP","3711129",,"1 ALBANY AVENUE;12 ALBANY AVENUE;15 ALBANY AVENUE;18 ALBANY AVENUE;2 ALBANY AVENUE;3 ALBANY AVENUE;7 ALBANY AVENUE","10","59","Brooklyn","BK03: Bedford Stuyvesant","36","Brooklyn 273","7","92","1904","ALBANY CROSSINGS APAR","Rental","Department of Housing Preservation & Development;Housing Development Corporation;U.S. Department of Housing and Urban Development","LIHTC 4%;Other HDC Mortgage;Other HUD Insurance without affordability restrictions;Project-Based Section 8","For Profit","Affordable","1982","Never",,"Current","2007","Current","1982","Never",
,"100061","ALBERT GOODMAN PLAZA","-73.9074696690638","40.8245503017855","BBL 2-02621-0001;BBL 2-02632-0001;HUD Property 800014751","ALBERT GOODMAN PLAZA","14240539",,"651 EAST 163 STREET;955 CAULDWELL AVENUE;970 BOSTON ROAD","6","56","Bronx","BX03: Morrisania/Crotona","16","Bronx 137","3","252","1982","IMPROVEMENT COUNCIL H","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8",,"Affordable","1982","Never",,"Never",,"Current","1982","Never",
,"100062","ALBERTA L. ALSTON HOUSE","-73.860720067459","40.740939944726","BBL 4-01932-0009;HUD Property 800015682","ALBERTA L. ALSTON HOUSE","3355200",,"52-09 99 STREET","0","95","Queens","QN04: Elmhurst/Corona","25","Queens 443","1","151","1983","PRESBYTERIAN HOU/DEV/","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1984","Never",,"Never",,"Current","1984","Current","1985"
,"100063","ALDUS GREEN","-73.8889466693159","40.8234333210752","BBL 2-02747-0024;BBL 2-02747-0028;BBL 2-02748-0056;BBL 2-02748-0058;BBL 2-02748-0060;BBL 2-02748-0062;BBL 2-02748-0064;BBL 2-02755-0029;BBL 2-02756-0001;BBL 2-02756-0006;BBL 2-02756-0050;HUD Property 800014752;OHO H179A","ALDUS GREEN","6442110",,"1000 BRYANT AVENUE;1001 BRYANT AVENUE;1013 BRYANT AVENUE;1016 BRYANT AVENUE;1017 BRYANT AVENUE;1025 ALDUS STREET;1032 ALDUS STREET;988 ALDUS STREET;995 ALDUS STREET;996 ALDUS STREET;999 ALDUS STREET","9","91","Bronx","BX02: Hunts Point/Longwood","17","Bronx 119","11","395","1923","ALDUS GREEN CORP","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Article IV LD;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions","Limited Dividend","Affordable","1976","Never",,"Never",,"Current","1976","Current","1977"
,"100064","ALDUS I","-73.8896717348236","40.8219628506282","BBL 2-02746-0040;BBL 2-02746-0044;HUD Property 800015121","ALDUS I","1525770",,"931 FAILE STREET;949 FAILE STREET","0","90","Bronx","BX02: Hunts Point/Longwood","17","Bronx 119","2","95","1919","FAILE STREET ASSOCIAT","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 223 (f)",,"Affordable","1983","Never",,"Never",,"Current","1983","Never",
,"100065","ALDUS III","-73.8880797701536","40.8254306338582","BBL 2-02750-0020;BBL 2-02757-0024;BBL 2-02757-0028;HUD Property 800014753","ALDUS III","2264980",,"1071 LONGFELLOW AVENUE;1076 FAILE STREET;1083 LONGFELLOW AVENUE","4","82","Bronx","BX02: Hunts Point/Longwood","17","Bronx 121.02","5","173","1918","PRC WESTCHESTER AVENU","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1980","Never",,"Never",,"Former","1980","Former","1982"
,"100066","ALEXANDER A. CORPREW APARTMENTS","-73.8995677963355","40.8292124442971","BBL 2-02673-0051;BBL 2-02682-0001;HUD Property 800015723","ALEXANDER A. CORPREW APARTMENTS","1654020","Delinquent for over $500 of taxes for at least one year, as of 10/2012","1200 UNION AVENUE;1215 UNION AVENUE","3","55","Bronx","BX03: Morrisania/Crotona","16","Bronx 151","3","78","1912","ALCOR ASSOCIATES L.P.","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8",,"Affordable","1983","Never",,"Never",,"Current","1983","Never",
,"100067","ALLEN SENIOR CITIZENS APARTMENTS","-73.7832571305353","40.6907941540709","BBL 4-12322-0001;HPD Application 2006-073;HUD Property 800014755","166-01 Linden Blvd;ALLEN SENIOR CITIZENS APARTMENTS;Allen Senior Housing","10357200",,"112-02 167 STREET;166-01 LINDEN BOULEVARD","0","90","Queens","QN12: Jamaica/Hollis","27","Queens 266","2","300","1981","LINDEN 166 HOUSING DE","Rental","Department of Housing Preservation & Development;Housing Development Corporation;U.S. Department of Housing and Urban Development","LIHTC 4%;Other HDC Mortgage;Project-Based Section 8;Section 202/811","For Profit","Affordable","1980","Never",,"Current","2006","Current","1980","Current","1981"
,"100068","ALLIANCE APTS FOR THE ELDERLY","-73.9813755635444","40.7285230752787","BBL 1-00405-0001;HUD Property 800054816","ALLIANCE APTS FOR THE ELDERLY","2207700",,"174 AVENUE A","0","98","Manhattan","MN03: Lower East Side/Chinatown","02","Manhattan 34","1","52","1998","ALLIANCE APARTMENTSHO","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","2000","Never",,"Never",,"Current","2000","Current","2000"
,"100069","ALLIED MANOR","-74.1215198757997","40.6073802506379","BBL 5-00752-0001;HUD Property 800014756","ALLIED MANOR","2164300",,"800 MANOR ROAD","0","66","Staten Island","SI02: South Beach/Willowbrook","49","Staten Island 187.02","1","104","1979","ALLIED MANOR ROAD CO","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1979","Never",,"Never",,"Former","1979","Former","1980"
,"100070","ALMA RANGEL GARDENS","-73.9385807934913","40.8150935739378","BBL 1-01735-0012;HUD Property 800054886","ALMA RANGEL GARDENS","3007980",,"51 WEST 137 STREET","0","94","Manhattan","MN10: Central Harlem","09","Manhattan 212","1","88","2001","ALMA RANGEL GARDENSHO","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","2001","Never",,"Never",,"Former","2001","Current","2001"
,"100071","ALVIN MALCOLM SR. CITZ RESIDENCE","-73.8613378426365","40.8845224074417","BBL 2-04668-0065;HUD Property 800221689","ALVIN MALCOLM SR. CITZ RESIDENCE","120197",,"720 EAST 221 STREET","0",,"Bronx","BX12: Williamsbridge/Baychester","12","Bronx 396","1","35","2007","A. MALCOLM HOUSING DE","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","2009","Never",,"Never",,"Current","2009","Current","2009"
,"100072","AMBASSADOR RIVIERA APARTMENTS","-73.9641360896987","40.6221948759342","BBL 3-06722-0001;HUD Property 800014757","AMBASSADOR RIVIERA APARTMENTS;AMBASSADOR TERRACE","1561500",,"1114 AVENUE K","0","88","Brooklyn","BK14: Flatbush/Midwood","48","Brooklyn 534","1","66","1924","QUEENS PLAZA ASSOCIAT","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1983","Never",,"Never",,"Former","1983","Former","1983"
,"100073","ANDREWS PLAZA","-73.9165386882827","40.8505605643238","BBL 2-02877-0453;BBL 2-02877-0458;BBL 2-02877-0543;BBL 2-02878-0156;BBL 2-02878-0190;BBL 2-02879-0075;BBL 2-02879-0149;HUD Property 800014760","ANDREWS PLAZA","6388020",,"1725 ANDREWS AVENUE;1759 MONTGOMERY AVENUE;1760 ANDREWS AVENUE;1785 POPHAM AVENUE;1800 POPHAM AVENUE;1820 PHELAN PLACE;1840 SEDGWICK AVENUE","17","71","Bronx","BX05: Fordham/University Heights","16","Bronx 215.01","7","306","1921","ANDREWS PLAZA HOUSING","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1980","Never",,"Never",,"Current","1980","Former","1982"
,"100074","ANTLERS APARTMENTS",,,"HUD Property 800014761","ANTLERS APARTMENTS",,,,"0","97","Manhattan",,,,"2","82",,,"Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811;Section 223 (f)",,"Affordable","1990","Never",,"Never",,"Current","1991","Current","1990"
,"100075","AQUINAS HOUSING FOR THE ELDERLY","-73.882086145503","40.8413192703911","BBL 2-03130-0002;HUD Property 800014765","AQUINAS HOUSING FOR THE ELDERLY","2407500","Delinquent for over $500 of taxes for at least one year, as of 10/2012","961 EAST TREMONT AVENUE","0","60","Bronx","BX06: Belmont/East Tremont","15","Bronx 361","1","101","1986","AQUINAS HOUSING CORP-","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1987","Never",,"Never",,"Current","1987","Current","1987"
,"100076","ARISTA UAC PROPERTIES","-73.9168358776771","40.8470365835888","BBL 2-02876-0025;BBL 2-02876-0031;BBL 2-02877-0202;BBL 2-02878-0023;BBL 2-02878-0083;BBL 2-02878-0169;HPD Application 2009-006;HUD Property 800234848","135 West 175th Street;1471 Popham Ave;1635 Macombs Rd;1660 Andrews Avenue;1705 Andrews Avenue South;65 Featherbed Lane;ARISTA UAC PROPERTIES;University Avenue Consolidation","5576112",,"135 WEST 175 STREET;1471 POPHAM AVENUE;1660 ANDREWS AVENUE;1705 ANDREWS AVENUE;65 FEATHERBED LANE;66 WEST 174 STREET","0",,"Bronx","BX05: Fordham/University Heights","16","Bronx 215.02","6","79","1924","ARISTA UAC PROPERTIES","Rental","Department of Housing Preservation & Development;Housing Development Corporation;U.S. Department of Housing and Urban Development","LIHTC 4%;Other HDC Mortgage;Project-Based Section 8","Non-Profit","Affordable","2009","Never",,"Current","2009","Current","2010","Never",
,"100077","ARTISTS HOUSING","-74.0090535312857","40.7365334029969","BBL 1-00639-0001;HUD Property 800016092","ARTISTS HOUSING","12312000",,"445 WEST STREET","0","88","Manhattan","MN02: Greenwich Village/Soho","03","Manhattan 79","1","384","1926","WESTBETH CORP HOUSING","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8",,"Affordable","1970","Never",,"Never",,"Current","1970","Never",
,"100078","ARVERNE HOUSE AKA OCEAN VILLAGE","-73.7874635134835","40.5906666447568","BBL 4-15926-0001;HUD Property 800014771;OHO U033","ARVERNE HOUSE AKA OCEAN VILLAGE;Ocean Village","14940000",,"105 BEACH 56 PLACE","0","41","Queens","QN14: Rockaway/Broad Channel","31","Queens 972.02","11","1093","1974","HP ARVERNE PRESERVATI","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Rental Supplement Program (Rent Supp)","Limited Profit","Affordable","1973","Current, Eligible to Opt Out","1974","Never",,"Current","1973","Never",
,"100079","ASSOCIATED BLIND","-73.9941573290623","40.7437797401658","BBL 1-00799-0021;HUD Property 800014773","ASSOCIATED BLIND","9271080",,"133 WEST 23 STREET","0","91","Manhattan","MN04: Clinton/Chelsea","03","Manhattan 91","1","205","1980","ASSOCIATED BLIND ETAL","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1978","Never",,"Never",,"Former","1978","Current","1981"
,"100080","AUDUBON APARTMENTS","-73.9425574383624","40.8161578284691","BBL 1-01921-0001;HUD Property 800014775","AUDUBON APARTMENTS","1700100",,"2321 7 AVENUE","15","65","Manhattan","MN10: Central Harlem","09","Manhattan 228","2","88","1928","TPE AUDUBON ACQUISITI","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1983","Never",,"Never",,"Current","1983","Former","1984"
,"100081","AUDUBON AVENUE","-73.9323948678849","40.848097971804","BBL 1-02152-0061;HUD Property 800016182","AUDUBON AVENUE","1120500",,"525 WEST 180 STREET","1","89","Manhattan","MN12: Washington Heights/Inwood","10","Manhattan 269","1","53","1920","WEST 180 ST ASSOC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1981","Never",,"Never",,"Current","1981","Former","1983"
,"100082","AVENUE W","-73.9825192636576","40.5911034140259","BBL 3-07161-0007;BBL 3-07161-0012;BBL 3-07161-0070;BBL 3-07162-0016;BBL 3-07162-0019;HUD Property 800014778","AVENUE W;AVENUE W DEVELOPMENT","4296699",,"2302 WEST 12 STREET;2306 WEST 12 STREET;2308 WEST 12 STREET;2312 WEST 12 STREET;2315 WEST 13 STREET;2317 WEST 13 STREET;2318 WEST 12 STREET;2320 WEST 11 STREET;2320 WEST 12 STREET;2321 WEST 13 STREET;2322 WEST 12 STREET;2324 WEST 11 STREET;2324 WEST 12 STREET;2330 WEST 11 STREET;2332 WEST 11 STREET;2334 WEST 11 STREET;2336 WEST 11 STREET","5","91","Brooklyn","BK13: Coney Island","47","Brooklyn 382","17","51","1978","AVENUE W EQUITIES, LL","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1979","Never",,"Never",,"Current","1979","Former","1980"
,"100083","BAISLEY PARK GARDENS","-73.7912299248711","40.6769669975749","BBL 4-12045-0001;BBL 4-12051-0020;HFA 1888;HUD Property 800014790;SHARS 20120046","BAISLEY PARK GARDENS","5751000",,"120-02 SUTPHIN BOULEVARD;125-30 SUTPHIN BOULEVARD","2","47","Queens","QN12: Jamaica/Hollis","28","Queens 184.01","3","212","1981","BAISLEY L.P.","Rental","Housing Finance Agency;U.S. Department of Housing and Urban Development","LIHTC 4%;Other HUD Insurance without affordability restrictions;Project-Based Section 8",,"Affordable","1982","Never",,"Current","2008","Current","1982","Never",
,"100084","BAY PARK II","-74.0010511583215","40.5780010831117","BBL 3-06979-0100;HUD Property 800014986","BAY PARK II","5763211",,"3301 NEPTUNE AVENUE","7","96","Brooklyn","BK13: Coney Island","47","Brooklyn 330","1","338","1974","CONEY ISLAND SITE 4A-","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Rental Supplement Program (Rent Supp)",,"Affordable","1974","Never",,"Never",,"Current","1974","Never",
